SourceData,TagID,SiteID,NowDis,State,CreateTimeStr,Sn,Azimuth,Elevation,
FF FF FF FF 00 25 00 9D 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D0 12 34 00 4F 00 00 00 00 57,3851,3851,97,4660,2026-04-09 13:23:32.999,79,234,-48,
FF FF FF FF 00 25 00 9E 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF D0 12 34 00 50 00 00 00 00 4A,3851,3851,96,4660,2026-04-09 13:23:33.046,80,234,-48,
FF FF FF FF 00 25 00 9F 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF D0 12 34 00 51 00 00 00 00 4B,3851,3851,97,4660,2026-04-09 13:23:33.077,81,234,-48,
FF FF FF FF 00 25 00 A0 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 52 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.092,82,233,-49,
FF FF FF FF 00 25 00 A1 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 53 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.123,83,233,-49,
FF FF FF FF 00 25 00 A2 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF CF 12 34 00 54 00 00 00 00 6F,3851,3851,97,4660,2026-04-09 13:23:33.170,84,233,-49,
FF FF FF FF 00 25 00 A3 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 55 00 00 00 00 6E,3851,3851,96,4660,2026-04-09 13:23:33.202,85,233,-49,
FF FF FF FF 00 25 00 A4 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF CF 12 34 00 56 00 00 00 00 68,3851,3851,97,4660,2026-04-09 13:23:33.217,86,234,-49,
FF FF FF FF 00 25 00 A5 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 57 00 00 00 00 69,3851,3851,96,4660,2026-04-09 13:23:33.248,87,234,-49,
FF FF FF FF 00 25 00 A6 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 58 00 00 00 00 65,3851,3851,96,4660,2026-04-09 13:23:33.279,88,234,-49,
FF FF FF FF 00 25 00 A7 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF CF 12 34 00 59 00 00 00 00 64,3851,3851,97,4660,2026-04-09 13:23:33.294,89,234,-49,
FF FF FF FF 00 25 00 A8 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 5A 00 00 00 00 69,3851,3851,96,4660,2026-04-09 13:23:33.325,90,234,-49,
FF FF FF FF 00 25 00 A9 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5B 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.340,91,233,-49,
FF FF FF FF 00 25 00 AA 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5C 00 00 00 00 6E,3851,3851,96,4660,2026-04-09 13:23:33.372,92,233,-49,
FF FF FF FF 00 25 00 AB 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5D 00 00 00 00 6E,3851,3851,96,4660,2026-04-09 13:23:33.403,93,233,-49,
FF FF FF FF 00 25 00 AC 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5E 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.418,94,233,-49,
FF FF FF FF 00 25 00 AD 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CE 12 34 00 5F 00 00 00 00 6B,3851,3851,96,4660,2026-04-09 13:23:33.450,95,233,-50,
FF FF FF FF 00 25 00 AE 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF CE 12 34 00 60 00 00 00 00 56,3851,3851,97,4660,2026-04-09 13:23:33.465,96,233,-50,
FF FF FF FF 00 25 00 AF 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 61 00 00 00 00 56,3851,3851,96,4660,2026-04-09 13:23:33.497,97,233,-49,
FF FF FF FF 00 25 00 A5 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 57 00 00 00 00 69,3851,3851,96,4660,2026-04-09 13:23:33.248,87,234,-49,
FF FF FF FF 00 25 00 A6 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 58 00 00 00 00 65,3851,3851,96,4660,2026-04-09 13:23:33.279,88,234,-49,
FF FF FF FF 00 25 00 A7 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 EA FF CF 12 34 00 59 00 00 00 00 64,3851,3851,97,4660,2026-04-09 13:23:33.294,89,234,-49,
FF FF FF FF 00 25 00 A8 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 EA FF CF 12 34 00 5A 00 00 00 00 69,3851,3851,96,4660,2026-04-09 13:23:33.325,90,234,-49,
FF FF FF FF 00 25 00 A9 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5B 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.340,91,233,-49,
FF FF FF FF 00 25 00 AA 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5C 00 00 00 00 6E,3851,3851,96,4660,2026-04-09 13:23:33.372,92,233,-49,
FF FF FF FF 00 25 00 AB 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5D 00 00 00 00 6E,3851,3851,96,4660,2026-04-09 13:23:33.403,93,233,-49,
FF FF FF FF 00 25 00 AC 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 5E 00 00 00 00 6A,3851,3851,96,4660,2026-04-09 13:23:33.418,94,233,-49,
FF FF FF FF 00 25 00 AD 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CE 12 34 00 5F 00 00 00 00 6B,3851,3851,96,4660,2026-04-09 13:23:33.450,95,233,-50,
FF FF FF FF 00 25 00 AE 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 61 00 E9 FF CE 12 34 00 60 00 00 00 00 56,3851,3851,97,4660,2026-04-09 13:23:33.465,96,233,-50,
FF FF FF FF 00 25 00 AF 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 61 00 00 00 00 56,3851,3851,96,4660,2026-04-09 13:23:33.497,97,233,-49,
FF FF FF FF 00 25 00 B0 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 60 00 E9 FF CF 12 34 00 62 00 00 00 00 4A,3851,3851,96,4660,2026-04-09 13:23:33.528,98,233,-49,
FF FF FF FF 00 25 00 B1 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 5D 00 E9 FF CE 12 34 00 63 00 00 00 00 76,3851,3851,93,4660,2026-04-09 13:23:33.544,99,233,-50,
FF FF FF FF 00 25 00 B2 20 01 01 02 00 00 0F 0B 00 00 0F 0B 00 00 00 5E 00 E9 FF CE 12 34 00 64 00 00 00 00 71,3851,3851,94,4660,2026-04-09 13:23:33.575,100,233,-50,
